,Common Name,Animalia_Link,Kingdom,Phylum,Class,Order,Family,Genus,SPECIES,Continents,Countries,Regions,Biome,Lifestyle,Seasonal behavior,Ref,Subclass,Infraclass,Superorder,Subcontinents,Group name,Suborder,Subfamily,Introduced Countries,Islands,Oceans,Seas,Tribe,SUBSPECIES OF
0,santa-marta-woodstar,https://animalia.bio/santa-marta-woodstar/,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Chaetocercus,Chaetocercus astreans,South America,Colombia,,"Anthropogenic biome,Forest,Grassland",,,"https://en.wikipedia.org/wiki/Santa_Marta_woodstar,https://www.iucnredlist.org/species/22688274/93190060",,,,,,,,,,,,,
0,santa-marta-wren,https://animalia.bio/santa-marta-wren/,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,Troglodytes monticola,South America,Colombia,,"Forest,Grassland,Shrubland,Mountains",,,"https://en.wikipedia.org/wiki/Santa_Marta_wren,https://www.iucnredlist.org/species/22711503/130790240,https://xeno-canto.org/621053",,,,,,,,,,,,,
0,santarem-parakeet,https://animalia.bio/santarem-parakeet/,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,Pyrrhura amazonum,South America,Brazil,,"Forest,Savanna",,,"https://en.wikipedia.org/wiki/Santarem_parakeet,https://www.iucnredlist.org/species/45422118/95149950,https://xeno-canto.org/705431",,,,,,,,,,,,,
0,sao-francisco-black-tyrant,https://animalia.bio/sao-francisco-black-tyrant/,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Knipolegus,Knipolegus franciscanus,South America,Brazil,,"Forest,Shrubland",,,"https://en.wikipedia.org/wiki/Sao_Francisco_black_tyrant,https://www.iucnredlist.org/species/22700250/110737329",,,,,,,,,,,,,
0,sao-francisco-black-tyrant1,https://animalia.bio/sao-francisco-black-tyrant1/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,são-francisco-sparrow,https://animalia.bio/são-francisco-sparrow/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,são-paulo-tyrannulet,https://animalia.bio/são-paulo-tyrannulet/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,são-tomé-fiscal,https://animalia.bio/são-tomé-fiscal/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,são-tomé-green-pigeon,https://animalia.bio/são-tomé-green-pigeon/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,são-tomé-grosbeak,https://animalia.bio/são-tomé-grosbeak/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,são-tomé-ibis,https://animalia.bio/são-tomé-ibis/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,são-tomé-olive-pigeon,https://animalia.bio/são-tomé-olive-pigeon/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,são-tomé-oriole,https://animalia.bio/são-tomé-oriole/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,são-tomé-paradise-flycatcher,https://animalia.bio/são-tomé-paradise-flycatcher/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,são-tomé-prinia,https://animalia.bio/são-tomé-prinia/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,são-tomé-scops-owl,https://animalia.bio/são-tomé-scops-owl/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,são-tomé-shorttail,https://animalia.bio/são-tomé-shorttail/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,são-tomé-spinetail,https://animalia.bio/são-tomé-spinetail/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,são-tomé-thrush,https://animalia.bio/são-tomé-thrush/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,são-tomé-weaver,https://animalia.bio/são-tomé-weaver/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,são-tomé-whiteeye,https://animalia.bio/são-tomé-whiteeye/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,sapayoa,https://animalia.bio/sapayoa/,Animalia,Chordata,Aves,Passeriformes,Sapayoidae,Sapayoa,Sapayoa aenigma,"South America,",North America,,"Freshwater,Forest,Wetlands,Rainforest","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Sapayoa,https://www.iucnredlist.org/species/22698786/130196553,https://xeno-canto.org/262326",,,,,,,,,,,,,
0,sapphire-flycatcher,https://animalia.bio/sapphire-flycatcher/,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,Ficedula sapphira,Asia,"China,",,"Anthropogenic biome,Forest,Shrubland,Mountains,Montane forest","Terrestrial, ,Oviparous",Partially migrant,"https://en.wikipedia.org/wiki/Sapphire_flycatcher,https://www.iucnredlist.org/species/22709412/94208072,https://xeno-canto.org/696783",,,,,,,,,,,,,
0,sapphire-quaildove,https://animalia.bio/sapphire-quaildove/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,sapphirebellied-hummingbird,https://animalia.bio/sapphirebellied-hummingbird/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,sapphirerumped-parrotlet,https://animalia.bio/sapphirerumped-parrotlet/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,sapphirespangled-emerald,https://animalia.bio/sapphirespangled-emerald/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,sapphirethroated-hummingbird,https://animalia.bio/sapphirethroated-hummingbird/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,sapphirevented-puffleg,https://animalia.bio/sapphirevented-puffleg/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,sardinian-warbler,https://animalia.bio/sardinian-warbler/,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,Curruca melanocephala,"Europe,","Africa,",Asia,"Anthropogenic biome,Shrubland,Forest,Woodland",,,"https://en.wikipedia.org/wiki/Sardinian_warbler,https://www.iucnredlist.org/species/22716959/132113832",,,,,,,,,"Spain,",,,,
0,sarus-crane,https://animalia.bio/sarus-crane/,Animalia,Chordata,Aves,Gruiformes,Gruidae,Antigone,Grus antigone,"Oceania,","Southeast Asia,",,"Flooded grasslands and savannas,Lakes,Wetlands,Agricultural,Anthropogenic biome,Marsh,Grassland,Freshwater,Urban wildlife,Forest,Woodland","Semiaquatic, ,Wading birds, ,Soaring birds, ,Shorebirds, ,Precocial, ,Terrestrial, ,Territorial, ,Congregatory,  ,Oviparous","Not a migrant, ,Migrating","https://en.wikipedia.org/wiki/Sarus_crane,http://www.iucnredlist.org/details/22692064/0",Neornithes,Neognathae,Neoaves,Asia,"sedge, seige, herd",,,,,,,,
0,sassis-olive-greenbul,https://animalia.bio/sassis-olive-greenbul/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,satanic-nightjar,https://animalia.bio/satanic-nightjar/,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Eurostopodus,Eurostopodus diabolicus,Asia,Indonesia,,"Forest,Agricultural,Urban wildlife,Anthropogenic biome,Rainforest,Mountains,Savanna",,,"https://en.wikipedia.org/wiki/Satanic_nightjar,https://www.iucnredlist.org/species/22689670/110061123,https://xeno-canto.org/57231",,,,,,,,,,,,,
0,satin-bowerbird,https://animalia.bio/satin-bowerbird/,Animalia,Chordata,Aves,Passeriformes,Ptilonorhynchidae,Ptilonorhynchus,Ptilonorhynchus violaceus,Oceania,Australia,,"Temperate broadleaf and mixed forest,Tropical moist forests,Anthropogenic biome,Urban wildlife,Forest,Rainforest","Terrestrial, ,Altricial, ,Arboreal, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Satin_bowerbird,http://www.iucnredlist.org/details/22703679/0,https://xeno-canto.org/647330",,,,,,,,,,,,,
0,satin-flycatcher,https://animalia.bio/satin-flycatcher/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,satin-swiftlet,https://animalia.bio/satin-swiftlet/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,saturnine-antshrike,https://animalia.bio/saturnine-antshrike/,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Thamnomanes,Thamnomanes saturninus,South America,"Bolivia,",,Forest,,,"https://en.wikipedia.org/wiki/Saturnine_antshrike,https://www.iucnredlist.org/species/22729366/95013408,https://xeno-canto.org/581022",,,,,,,,,,,,,
0,satyr-tragopan,https://animalia.bio/satyr-tragopan/,Animalia,Chordata,Aves,Galliformes,Phasianidae,Tragopan,Tragopan satyra,Asia,"China,",,"Forest,Mountains,Riparian,Rocky areas",,,"https://en.wikipedia.org/wiki/Satyr_tragopan,https://www.iucnredlist.org/species/22679157/92804874,https://xeno-canto.org/651722",,,,,,,,,,,,,
0,saunderss-gull,https://animalia.bio/saunderss-gull/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,saunderss-tern,https://animalia.bio/saunderss-tern/,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sternula,Sternula saundersi,"Asia,",Africa,,"Intertidal zone,Neritic zone,Coastal,Marine",,,"https://en.wikipedia.org/wiki/Saunders's_tern,https://www.iucnredlist.org/species/22694666/155479775,https://xeno-canto.org/660076",,,,,,,,,,,,,
0,savanna-hawk,https://animalia.bio/savanna-hawk/,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteogallus,Buteogallus meridionalis,"South America,",North America,"Trinidad and Tobago,","Freshwater,Anthropogenic biome,Forest,Grassland,Savanna,Wetlands,Swamp","Terrestrial, ,Oviparous, ,Altricial, ,Soaring",Migrating,"https://en.wikipedia.org/wiki/Savanna_hawk,https://www.iucnredlist.org/species/22695832/168793019,https://xeno-canto.org/704727",,,,,,,,,,,,,
0,savanna-nightjar,https://animalia.bio/savanna-nightjar/,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus affinis,Asia,"China,",,"Freshwater,Anthropogenic biome,Forest,Grassland,Intertidal zone,Savanna,Shrubland,Wetlands,Marine","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Savanna_nightjar,https://www.iucnredlist.org/species/22689985/93255114,https://xeno-canto.org/655606",,,,,,,,,,,,,
0,savannah-sparrow,https://animalia.bio/savannah-sparrow/,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Passerculus,Passerculus sandwichensis,North America,"United States,",,"Temperate grasslands,Tundra,Intertidal zone,Estuaries,Shrubland,Anthropogenic biome,Grassland,Wetlands,Coastal,Dunes,Mountains,Savanna,Marsh","Terrestrial, ,Altricial, ,Oviparous","Partially migrant, ,Migrating","https://en.wikipedia.org/wiki/Savannah_sparrow,https://www.iucnredlist.org/species/103780243/94699265,https://xeno-canto.org/703549",,,,Central America,"crew, flutter, host, meinie, quarrel, tribe",,,,,,,,
0,saviles-bustard,https://animalia.bio/saviles-bustard/,Animalia,Chordata,Aves,Otidiformes,Otididae,Lophotis,Lophotis savilei,Africa,"Benin,",,"Savanna,Shrubland",,,"https://en.wikipedia.org/wiki/Savile's_bustard,https://www.iucnredlist.org/species/22691955/118859689,https://xeno-canto.org/500046",,,,,,,,,,,,,
0,savis-warbler,https://animalia.bio/savis-warbler/,Animalia,Chordata,Aves,Passeriformes,Locustellidae,Locustella,Locustella luscinioides,"Europe,","Asia,",Africa,"Freshwater,Anthropogenic biome,Forest,Savanna,Shrubland,Wetlands,Marsh","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Savi's_warbler,https://www.iucnredlist.org/species/22714684/87560838,https://xeno-canto.org/699411",,,,,,,,,,,,,
0,sawbilled-hermit,https://animalia.bio/sawbilled-hermit/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,saxaul-sparrow,https://animalia.bio/saxaul-sparrow/,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,Passer ammodendri,Asia,"China,",,"Desert,Shrubland,Grassland,Mountains,Rocky areas","Terrestrial, ,Oviparous, ,Altricial",Not a migrant,"https://en.wikipedia.org/wiki/Saxaul_sparrow,https://www.iucnredlist.org/species/22718171/94571154",,,,,,,,,,,,,
0,sayaca-tanager,https://animalia.bio/sayaca-tanager/,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,Thraupis sayaca,South America,"Argentina,",,"Anthropogenic biome,Forest,Shrubland,Urban wildlife,Agricultural","Terrestrial, ,Oviparous, ,Arboreal",Migrating,"https://en.wikipedia.org/wiki/Sayaca_tanager,https://www.iucnredlist.org/species/22722534/94771583,https://xeno-canto.org/708200",,,,,,,,,,,,,
0,says-phoebe,https://animalia.bio/says-phoebe/,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis,Sayornis saya,North America,"Mexico,",,"Anthropogenic biome,Grassland,Shrubland,Agricultural,Forest,Woodland,Mountains,Savanna","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Say's_phoebe,https://www.iucnredlist.org/species/22699889/137979584,https://xeno-canto.org/705112",,,,,,,,,,,,,
0,scalecrested-pygmy-tyrant,https://animalia.bio/scalecrested-pygmy-tyrant/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scaled-antbird,https://animalia.bio/scaled-antbird/,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Drymophila,Drymophila squamata,South America,Brazil,,"Anthropogenic biome,Forest,Shrubland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Scaled_antbird,https://www.iucnredlist.org/species/22701640/110862450,https://xeno-canto.org/706043",,,,,,,,,,,,,
0,scaled-antpitta,https://animalia.bio/scaled-antpitta/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scaled-chachalaca,https://animalia.bio/scaled-chachalaca/,Animalia,Chordata,Aves,Galliformes,Cracidae,Ortalis,Ortalis squamata,South America,Brazil,,Forest,"Terrestrial, ,Oviparous, ,Precocial",Not a migrant,"https://en.wikipedia.org/wiki/Scaled_chachalaca,https://www.iucnredlist.org/species/155246763/155636123,https://xeno-canto.org/602009",,,,,,,,,,,,,
0,scaled-dove,https://animalia.bio/scaled-dove/,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columbina,Columbina squammata,"South America,",North America,"Trinidad and Tobago,","Anthropogenic biome,Grassland,Savanna,Shrubland,Forest","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Scaled_dove,https://www.iucnredlist.org/species/22690768/95215943,https://xeno-canto.org/699696",,,,,,,,,,,,,
0,scaled-flowerpiercer,https://animalia.bio/scaled-flowerpiercer/,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Diglossa,Diglossa duidae,South America,"Brazil,",,"Forest,Grassland,Shrubland,Mountains,Montane forest",,,"https://en.wikipedia.org/wiki/Scaled_flowerpiercer,https://www.iucnredlist.org/species/22723686/132023393",,,,,,,,,,,,,
0,scaled-fruiteater,https://animalia.bio/scaled-fruiteater/,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Ampelioides,Ampelioides tschudii,South America,"Ecuador,",,"Forest,Mountains,Montane forest","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Scaled_fruiteater,https://www.iucnredlist.org/species/22700815/110780381,https://xeno-canto.org/306302",,,,,,,,,,,,,
0,scaled-ground-cuckoo,https://animalia.bio/scaled-ground-cuckoo/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scaled-metaltail,https://animalia.bio/scaled-metaltail/,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Metallura,Metallura aeneocauda,South America,"Bolivia,",,"Forest,Rocky areas,Shrubland,Mountains","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Scaled_metaltail,https://www.iucnredlist.org/species/22688009/93179746,https://xeno-canto.org/22993",,,,,,,,,,,,,
0,scaled-piculet,https://animalia.bio/scaled-piculet/,Animalia,Chordata,Aves,Piciformes,Picidae,Picumnus,Picumnus squamulatus,South America,"Colombia,",,"Anthropogenic biome,Forest,Grassland,Agricultural,Woodland","Terrestrial, ,Oviparous, ,Altricial",Not a migrant,"https://en.wikipedia.org/wiki/Scaled_piculet,https://www.iucnredlist.org/species/22680720/92874208,https://xeno-canto.org/445041",,,,,,,,,,,,,
0,scaled-pigeon,https://animalia.bio/scaled-pigeon/,Animalia,Chordata,Aves,Columbiformes,Columbidae,Patagioenas,Patagioenas speciosa,"South America,",North America,"Trinidad and Tobago,","Forest,Savanna","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Scaled_pigeon,https://www.iucnredlist.org/species/22690235/139234084,https://xeno-canto.org/699628",,,,,,,,,,,,,
0,scaled-quail,https://animalia.bio/scaled-quail/,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Callipepla,Callipepla squamata,North America,"Mexico,",,"Grassland,Shrubland,Agricultural,Anthropogenic biome,Mountains,Rocky areas,Riparian","Terrestrial, ,Oviparous, ,Precocial",Not a migrant,"https://en.wikipedia.org/wiki/Scaled_quail,https://www.iucnredlist.org/species/22679594/131906047,https://xeno-canto.org/610559",,,,,,,,,,,,,
0,scaled-spinetail,https://animalia.bio/scaled-spinetail/,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Cranioleuca,Cranioleuca muelleri,South America,Brazil,,Forest,,,"https://en.wikipedia.org/wiki/Scaled_spinetail,https://www.iucnredlist.org/species/22702461/93876252,https://xeno-canto.org/579190",,,,,,,,,,,,,
0,scaled-woodcreeper,https://animalia.bio/scaled-woodcreeper/,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Lepidocolaptes,Lepidocolaptes squamatus,South America,Brazil,,"Forest,Savanna,Mountains","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Scaled_woodcreeper,https://www.iucnredlist.org/species/22733742/95063884,https://xeno-canto.org/706088",,,,,,,,,,,,,
0,scalefeathered-malkoha,https://animalia.bio/scalefeathered-malkoha/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scalethroated-earthcreeper,https://animalia.bio/scalethroated-earthcreeper/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scalethroated-hermit,https://animalia.bio/scalethroated-hermit/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scallopbreasted-antpitta,https://animalia.bio/scallopbreasted-antpitta/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scalloped-antbird,https://animalia.bio/scalloped-antbird/,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Myrmoderus,Myrmoderus ruficauda,South America,Brazil,,"Anthropogenic biome,Forest",,,"https://en.wikipedia.org/wiki/Scalloped_antbird,https://www.iucnredlist.org/species/22701795/132070491,https://xeno-canto.org/705733",,,,,,,,,,,,,
0,scalloped-woodcreeper,https://animalia.bio/scalloped-woodcreeper/,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Lepidocolaptes,Lepidocolaptes falcinellus,South America,"Argentina,",,"Forest,Mountains","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Scalloped_woodcreeper,https://www.iucnredlist.org/species/22733748/111150308,https://xeno-canto.org/614758",,,,,,,,,,,,,
0,scaly-babbler,https://animalia.bio/scaly-babbler/,Animalia,Chordata,Aves,Passeriformes,Leiotrichidae,Turdoides,Turdoides squamulata,Africa,"Ethiopia,",,"Freshwater,Forest,Shrubland,Wetlands",,,"https://en.wikipedia.org/wiki/Scaly_babbler,https://www.iucnredlist.org/species/22716434/94495009",,,,,,,,,,,,,
0,scaly-chatterer,https://animalia.bio/scaly-chatterer/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scaly-ground-roller,https://animalia.bio/scaly-ground-roller/,Animalia,Chordata,Aves,Coraciiformes,Brachypteraciidae,Geobiastes,Geobiastes squamiger,Africa,Madagascar,,"Forest,Rainforest",,,"https://en.wikipedia.org/wiki/Scaly_ground_roller,https://www.iucnredlist.org/species/22682937/92969930,https://xeno-canto.org/155296",Neornithes,Neognathae,Neoaves,,,,,,,,,,
0,scaly-laughingthrush,https://animalia.bio/scaly-laughingthrush/,Animalia,Chordata,Aves,Passeriformes,Leiotrichidae,Trochalopteron,Trochalopteron subunicolor,Asia,"China,",,"Forest,Shrubland,Mountains,Montane forest","Terrestrial, ,Oviparous",Partially migrant,"https://en.wikipedia.org/wiki/Scaly_laughingthrush,https://www.iucnredlist.org/species/22715735/94466457,https://xeno-canto.org/669680",,,,,,,,,,,,,
0,scaly-spurfowl,https://animalia.bio/scaly-spurfowl/,Animalia,Chordata,Aves,Galliformes,Phasianidae,Pternistis,Pternistis squamatus,Africa,"Equatorial Guinea,",,"Anthropogenic biome,Forest","Terrestrial, ,Oviparous, ,Precocial",Not a migrant,"https://en.wikipedia.org/wiki/Scaly_spurfowl,https://www.iucnredlist.org/species/22678839/92791112,https://xeno-canto.org/537258",,,,,,,,,,,,,
0,scaly-thrush,https://animalia.bio/scaly-thrush/,Animalia,Chordata,Aves,Passeriformes,Turdidae,Zoothera,Zoothera dauma,Asia,"China,",,"Anthropogenic biome,Forest,Shrubland,Taiga","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Scaly_thrush,https://www.iucnredlist.org/species/155657173/155657628,https://xeno-canto.org/489637",,,,,,,,,,,,,
0,scalybellied-woodpecker,https://animalia.bio/scalybellied-woodpecker/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scalybreasted-bulbul,https://animalia.bio/scalybreasted-bulbul/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scalybreasted-cupwing,https://animalia.bio/scalybreasted-cupwing/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scalybreasted-honeyeater,https://animalia.bio/scalybreasted-honeyeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scalybreasted-hummingbird,https://animalia.bio/scalybreasted-hummingbird/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scalybreasted-illadopsis,https://animalia.bio/scalybreasted-illadopsis/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scalybreasted-kingfisher,https://animalia.bio/scalybreasted-kingfisher/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scalybreasted-lorikeet,https://animalia.bio/scalybreasted-lorikeet/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scalybreasted-munia,https://animalia.bio/scalybreasted-munia/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scalybreasted-thrasher,https://animalia.bio/scalybreasted-thrasher/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scalybreasted-woodpecker,https://animalia.bio/scalybreasted-woodpecker/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scalycrowned-babbler,https://animalia.bio/scalycrowned-babbler/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scalycrowned-honeyeater,https://animalia.bio/scalycrowned-honeyeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scalyfeathered-weaver,https://animalia.bio/scalyfeathered-weaver/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scalyheaded-parrot,https://animalia.bio/scalyheaded-parrot/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scalynaped-amazon,https://animalia.bio/scalynaped-amazon/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scalynaped-pigeon,https://animalia.bio/scalynaped-pigeon/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scalysided-merganser,https://animalia.bio/scalysided-merganser/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scalythroated-foliagegleaner,https://animalia.bio/scalythroated-foliagegleaner/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scalythroated-honeyguide,https://animalia.bio/scalythroated-honeyguide/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scalythroated-leaftosser,https://animalia.bio/scalythroated-leaftosser/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scarce-swift,https://animalia.bio/scarce-swift/,Animalia,Chordata,Aves,Apodiformes,Apodidae,Schoutedenapus,Schoutedenapus myoptilus,Africa,"Equatorial Guinea,",,"Freshwater,Anthropogenic biome,Forest,Rocky areas,Wetlands,Mountains,Montane forest",,,"https://en.wikipedia.org/wiki/Scarce_swift,https://www.iucnredlist.org/species/157470471/157471619",,,,,,,,,,,,,
0,scarlet-finch,https://animalia.bio/scarlet-finch/,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Carpodacus,Carpodacus sipahi,Asia,"China,",,"Forest,Shrubland","Terrestrial, ,Oviparous",Partially migrant,"https://en.wikipedia.org/wiki/Scarlet_finch,https://www.iucnredlist.org/species/22720635/94676340",,,,,,,,,,,,,
0,scarlet-flycatcher,https://animalia.bio/scarlet-flycatcher/,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,scarlet-ibis,https://animalia.bio/scarlet-ibis/,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,Eudocimus ruber,"South America,",Caribbean Islands,,"Lakes,Tropical moist forests,Mangrove,Estuaries,Wetlands,Brackish water,Coastal,Marsh,Rivers,Swamp,Freshwater,Forest,Agricultural,Anthropogenic biome,Rainforest,Grassland,Intertidal zone","Wading birds, ,Shorebirds, ,Soaring birds, ,Gliding, ,Altricial, ,Semiaquatic, ,Nomadic, ,Terrestrial, ,Territorial, ,Congregatory, ,Oviparous, ,Precocial",Not a migrant,"https://en.wikipedia.org/wiki/Scarlet_ibis,https://www.iucnredlist.org/species/22697415/93612751",Neornithes,Neognathae,Neoaves,North America,"congregation, stand, wedge",,,,,,,,
0,scarlet-macaw,https://animalia.bio/scarlet-macaw/,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,Ara macao,"North America,","Central America,",,"Tropical moist forests,Forest,Rainforest,Woodland,Tropical dry forest,Mangrove,Savanna","Arboreal, ,Altricial, ,Oviparous, ,Zoochory",Not a migrant,"https://en.wikipedia.org/wiki/Scarlet_macaw,http://www.iucnredlist.org/details/22685563/0,https://xeno-canto.org/702973",,,,South America,"flock, company, pandemonium",,,,,,,,
0,scarlet-minivet,https://animalia.bio/scarlet-minivet/,Animalia,Chordata,Aves,Passeriformes,Campephagidae,Pericrocotus,Pericrocotus speciosus,Asia,"China,",,"Anthropogenic biome,Forest,Agricultural","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Scarlet_minivet,https://www.iucnredlist.org/species/22706766/130430325,https://xeno-canto.org/630442",,,,,,,,,,,,,
0,scarlet-myzomela,https://animalia.bio/scarlet-myzomela/,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Myzomela,Myzomela sanguinolenta,,Australia,,"Anthropogenic biome,Forest,Savanna,Shrubland,Woodland,Mountains","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Scarlet_myzomela,https://www.iucnredlist.org/species/22703858/93940203,https://xeno-canto.org/658923",,,,,,,,,,,,,
0,scarlet-robin,https://animalia.bio/scarlet-robin/,Animalia,Chordata,Aves,Passeriformes,Petroicidae,Petroica,Petroica boodang,,Australia,,"Anthropogenic biome,Forest,Savanna,Urban wildlife,Woodland","Terrestrial, ,Oviparous, ,Territorial",Migrating,"https://en.wikipedia.org/wiki/Scarlet_robin,https://www.iucnredlist.org/species/22735719/112749310,https://xeno-canto.org/605826",,,,,,,,,,,,,
0,scarlet-tanager,https://animalia.bio/scarlet-tanager/,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,Piranga olivacea,"North America,","Central America,",,"Temperate broadleaf and mixed forest,Tropical dry forest,Tropical moist forests,Temperate coniferous forest,Urban wildlife,Forest,Rainforest,Anthropogenic biome,Suburban,Woodland,Mountains","Arboreal, ,Altricial, ,Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Scarlet_tanager,https://www.iucnredlist.org/species/22722466/94767758,https://xeno-canto.org/691899",,,,South America,season,,,,,,,,
0,scarletandwhite-tanager,https://animalia.bio/scarletandwhite-tanager/,,,,,,,,,,,,,,,,,,,,,,,,,,,
