,Common Name,Animalia_Link,Kingdom,Phylum,Class,Order,Family,Genus,SPECIES,Continents,Countries,Biome,Ref,Introduced Countries,Regions,Lifestyle,Seasonal behavior,Subfamily,Subclass,Infraclass,Superorder,Subcontinents,Group name,Suborder,Oceans,Islands,Tribe,Seas
0,common-smoky-honeyeater,https://animalia.bio/common-smoky-honeyeater/,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Melipotes,Melipotes fumigatus,Asia,"Papua New Guinea,","Anthropogenic biome,Forest,Mountains","https://en.wikipedia.org/wiki/Common_smoky_honeyeater,https://www.iucnredlist.org/species/103688019/93961966,https://xeno-canto.org/174588",,,"Terrestrial, ,Oviparous",Not a migrant,,,,,,,,,,,
0,common-snipe,https://animalia.bio/common-snipe/,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,Gallinago gallinago,"Europe,",Africa,"Lakes,Tundra,Taiga,Rivers,Estuaries,Wetlands,Bog,Brackish water,Freshwater,Marsh,Swamp,Forest,Neritic zone,Flooded grasslands and savannas","https://en.wikipedia.org/wiki/Common_snipe,https://www.iucnredlist.org/species/22693097/155504420,https://xeno-canto.org/707155",,,"Terrestrial, ,Shorebirds, ,Altricial, ,Nomadic, ,Congregatory,  ,Oviparous",Migrating,,,,,"Asia,","leash, walk, whisper, winnowing, volley",,,,,
0,common-squaretailed-drongo,https://animalia.bio/common-squaretailed-drongo/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,common-starling,https://animalia.bio/common-starling/,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,Sturnus vulgaris,"Europe,","Africa,","Temperate broadleaf and mixed forest,Temperate grasslands,Temperate coniferous forest,Intertidal zone,Urban wildlife,Shrubland,Agricultural,Anthropogenic biome,Chaparral,Grassland,Suburban,Forest,Marine,Woodland,Coastal,Marsh","https://en.wikipedia.org/wiki/Common_starling,https://www.iucnredlist.org/species/22710886/137493608,https://xeno-canto.org/707488",North America,,"Arboreal, ,Terrestrial, ,Altricial, ,Cosmopolitan, ,Oviparous",Partially migrant,,,,,"Asia,","constellation, filth, murmuration, scourge",,,,,
0,common-sunbirdasity,https://animalia.bio/common-sunbirdasity/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,common-swift,https://animalia.bio/common-swift/,Animalia,Chordata,Aves,Apodiformes,Apodidae,Apus,Apus apus,"Europe,",Africa,"Temperate grasslands,Tropical savanna,Mediterranean forests, woodlands, and scrub,Desert,Lakes,Tropical moist forests,Urban wildlife,Wetlands,Rocky areas,Forest,Anthropogenic biome,Suburban,Freshwater,Grassland,Savanna,Shrubland","https://en.wikipedia.org/wiki/Common_swift,https://www.iucnredlist.org/species/22686800/86111691,https://xeno-canto.org/669956",,,"Arboreal, ,Altricial, ,Gliding, ,Terrestrial, ,Oviparous, ,Burrowing",Migrating,,,,,"Asia,","box, drift, screaming frenzy, swoop",,,,,
0,common-tailorbird,https://animalia.bio/common-tailorbird/,Animalia,Chordata,Aves,Passeriformes,Cisticolidae,Orthotomus,Orthotomus sutorius,Asia,"China,","Anthropogenic biome,Forest,Shrubland,Urban wildlife,Agricultural,Wetlands","https://en.wikipedia.org/wiki/Common_tailorbird,https://www.iucnredlist.org/species/22714982/94434434,https://xeno-canto.org/684800",,,"Terrestrial, ,Oviparous",Not a migrant,,,,,,,,,,,
0,common-tern,https://animalia.bio/common-tern/,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,Sterna hirundo,"Asia,","Africa,","Intertidal zone,Estuaries,Coastal,Freshwater,Lakes,Marine,Neritic zone,Wetlands,Desert,Dunes,Grassland,Mountains,Rocky areas,Taiga,Marsh","https://en.wikipedia.org/wiki/Common_tern,http://www.iucnredlist.org/details/22694623/0,https://xeno-canto.org/698396",,,"Terrestrial, ,Seabirds, ,Shorebirds, ,Precocial, ,Territorial, ,Congregatory,   ,Oviparous, ,Soaring, ,Seabirds",Migrating,,,,,"Europe,","ternery or ""U"" of terns, straightness",,,,,
0,common-todyflycatcher,https://animalia.bio/common-todyflycatcher/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,common-waxbill,https://animalia.bio/common-waxbill/,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Estrilda,Estrilda astrild,"North America,",Africa,"Agricultural,Anthropogenic biome,Marsh,Wetlands,Riparian,Grassland,Suburban,Urban wildlife,Freshwater,Savanna,Forest","https://en.wikipedia.org/wiki/Common_waxbill,https://www.iucnredlist.org/species/22719574/131995211,https://xeno-canto.org/701139","Equatorial Guinea,","South Africa,","Zoochory, ,Terrestrial, ,Oviparous",Not a migrant,,,,,,,,,,,
0,common-whitethroat,https://animalia.bio/common-whitethroat/,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,Curruca communis,"Europe,","Asia,","Anthropogenic biome,Grassland,Savanna,Shrubland,Mountains","https://en.wikipedia.org/wiki/Common_whitethroat,https://www.iucnredlist.org/species/22716910/155623300",,Africa,,,,,,,,,,,"China,",,
0,common-wood-pigeon,https://animalia.bio/common-wood-pigeon/,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba palumbus,"Europe,",Africa,"Temperate broadleaf and mixed forest,Mediterranean forests, woodlands, and scrub,Taiga,Tropical moist forests,Temperate coniferous forest,Urban wildlife,Shrubland,Anthropogenic biome,Forest,Agricultural","https://en.wikipedia.org/wiki/Common_wood_pigeon,https://www.iucnredlist.org/species/22690103/131924602,https://xeno-canto.org/705328",,,"Arboreal, ,Terrestrial, ,Oviparous, ,Gliding","Partially migrant, ,Migrating",,,,,"Asia,","band, dropping, flight, kit, loft, passel, plague",,,,,
0,common-woodshrike,https://animalia.bio/common-woodshrike/,Animalia,Chordata,Aves,Passeriformes,Vangidae,Tephrodornis,Tephrodornis pondicerianus,Asia,"India,","Anthropogenic biome,Forest,Savanna,Shrubland","https://en.wikipedia.org/wiki/Common_woodshrike,https://www.iucnredlist.org/species/103703875/112334632,https://xeno-canto.org/683640",,,"Terrestrial, ,Oviparous",Not a migrant,,,,,,,,,,,
0,common-yellowthroat,https://animalia.bio/common-yellowthroat/,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,Geothlypis trichas,"North America,","Central America,","Mangrove,Intertidal zone,Wetlands,Shrubland,Grassland,Freshwater,Forest,Marine,Marsh","https://en.wikipedia.org/wiki/Common_yellowthroat,https://www.iucnredlist.org/species/22721836/94733730,https://xeno-canto.org/700006",,,"Arboreal, ,Terrestrial, ,Altricial, ,Oviparous","Partially migrant,  ,Migrating",,,,,South America,,,,,,
0,comoros-blue-pigeon,https://animalia.bio/comoros-blue-pigeon/,Animalia,Chordata,Aves,Columbiformes,Columbidae,Alectroenas,Alectroenas sganzini,Africa,"Seychelles,","Forest,Mangrove,Mountains,Montane forest","https://en.wikipedia.org/wiki/Comoros_blue_pigeon,https://www.iucnredlist.org/species/22691594/118620252,https://xeno-canto.org/207547",,Comoros,,,,,,,,,,,,,
0,comoros-cuckooshrike,https://animalia.bio/comoros-cuckooshrike/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,comoros-fody,https://animalia.bio/comoros-fody/,Animalia,Chordata,Aves,Passeriformes,Ploceidae,Foudia,Foudia eminentissima,Africa,Comoros,"Anthropogenic biome,Forest,Shrubland","https://en.wikipedia.org/wiki/Comoros_fody,https://www.iucnredlist.org/species/103811224/94613700,https://xeno-canto.org/403467",,Mayotte,"Terrestrial, ,Oviparous",Not a migrant,,,,,,,,,,,
0,comoros-green-pigeon,https://animalia.bio/comoros-green-pigeon/,Animalia,Chordata,Aves,Columbiformes,Columbidae,Treron,Treron griveaudi,Africa,Comoros,"Anthropogenic biome,Forest,Agricultural","https://en.wikipedia.org/wiki/Comoros_green_pigeon,https://www.iucnredlist.org/species/22728176/94973134,https://xeno-canto.org/403487",,,,,,,,,,,,,,,
0,comoros-olive-pigeon,https://animalia.bio/comoros-olive-pigeon/,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba pollenii,Africa,Comoros,"Forest,Mountains,Montane forest","https://en.wikipedia.org/wiki/Comoros_olive_pigeon,https://www.iucnredlist.org/species/22690152/118619451",,Mayotte,,,,,,,,,,,,,
0,comoros-thrush,https://animalia.bio/comoros-thrush/,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus bewsheri,Africa,Comoros,"Anthropogenic biome,Forest,Shrubland,Mountains","https://en.wikipedia.org/wiki/Comoros_thrush,https://www.iucnredlist.org/species/22708748/94174702,https://xeno-canto.org/403489",,Mayotte,,,,,,,,,,,,,
0,compact-weaver,https://animalia.bio/compact-weaver/,Animalia,Chordata,Aves,Passeriformes,Ploceidae,Ploceus,Ploceus superciliosus,Africa,"Angola,","Anthropogenic biome,Forest,Grassland,Savanna,Shrubland","https://en.wikipedia.org/wiki/Compact_weaver,https://www.iucnredlist.org/species/22719054/94608857,https://xeno-canto.org/667095",,,,,,,,,,,,,,,
0,conebilled-tanager,https://animalia.bio/conebilled-tanager/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,congo-bay-owl,https://animalia.bio/congo-bay-owl/,Animalia,Chordata,Aves,Strigiformes,Tytonidae,Phodilus,Phodilus prigoginei,Africa,DR Congo,"Forest,Grassland,Mountains,Montane forest","https://en.wikipedia.org/wiki/Congo_bay_owl,https://www.iucnredlist.org/species/22688529/93199883",,,,,,,,,,,,,,,
0,congo-martin,https://animalia.bio/congo-martin/,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,Riparia congica,Africa,"Angola,","Freshwater,Forest,Wetlands","https://en.wikipedia.org/wiki/Congo_martin,https://www.iucnredlist.org/species/22712189/94323473",,,"Terrestrial, ,Oviparous",Not a migrant,,,,,,,,,,,
0,congo-moor-chat,https://animalia.bio/congo-moor-chat/,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Myrmecocichla,Myrmecocichla tholloni,Africa,"Angola,","Freshwater,Grassland,Wetlands","https://en.wikipedia.org/wiki/Congo_moor_chat,https://www.iucnredlist.org/species/22710394/132087795",,,,,,,,,,,,,,,
0,congo-peafowl,https://animalia.bio/congo-peafowl/,Animalia,Chordata,Aves,Galliformes,Phasianidae,Afropavo,Afropavo congensis,Africa,DR Congo,"Forest,Agricultural,Anthropogenic biome","https://en.wikipedia.org/wiki/Congo_peafowl,https://www.iucnredlist.org/species/22679430/92814166",,,"Terrestrial, ,Oviparous, ,Precocial",Not a migrant,,,,,,,,,,,
0,congo-serpent-eagle,https://animalia.bio/congo-serpent-eagle/,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Dryotriorchis,Circaetus spectabilis,Africa,"Equatorial Guinea,","Freshwater,Forest,Agricultural,Anthropogenic biome,Rainforest","https://en.wikipedia.org/wiki/Congo_serpent_eagle,https://www.iucnredlist.org/species/22695330/93502934,https://xeno-canto.org/601237",,,"Terrestrial, ,Oviparous, ,Altricial, ,Soaring, ,Nomadic",Not a migrant,,,,,,,,,,,
0,congo-sunbird,https://animalia.bio/congo-sunbird/,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Cinnyris,Cinnyris congensis,Africa,"Congo,","Freshwater,Forest,Wetlands","https://en.wikipedia.org/wiki/Congo_sunbird,https://www.iucnredlist.org/species/22717998/94561701",,,,,,,,,,,,,,,
0,connecticut-warbler,https://animalia.bio/connecticut-warbler/,Animalia,Chordata,Aves,Passeriformes,Parulidae,Oporornis,Oporornis agilis,"North America,",South America,"Bog,Wetlands,Forest,Swamp,Freshwater","https://en.wikipedia.org/wiki/Connecticut_warbler,https://www.iucnredlist.org/species/22721818/94732832,https://xeno-canto.org/658535",,"Antigua and Barbuda,","Terrestrial, ,Territorial, ,Oviparous",Migrating,,,,,,,,,,,
0,cook-reed-warbler,https://animalia.bio/cook-reed-warbler/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,cooks-petrel,https://animalia.bio/cooks-petrel/,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,Pterodroma cookii,"North America,",South America,"Forest,Neritic zone,Oceanic pelagic zone,Marine,Mountains,Rocky areas","https://en.wikipedia.org/wiki/Cook's_petrel,https://www.iucnredlist.org/species/22697975/132616449",,"Mexico,","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Burrowing, ,Soaring, ,Seabird",Migrating,,,,,,,,,,,
0,cooks-swift,https://animalia.bio/cooks-swift/,Animalia,Chordata,Aves,Apodiformes,Apodidae,Apus,Apus cooki,,"Cambodia,","Caves and Subterranean Habitats,Rocky areas",https://en.wikipedia.org/wiki/Cook's_swift,,,,,,,,,,,,,,,
0,cooks-swift---,https://animalia.bio/cooks-swift---/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,coopers-hawk,https://animalia.bio/coopers-hawk/,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter cooperii,"North America,",Central America,"Temperate broadleaf and mixed forest,Taiga,Tropical dry forest,Tropical moist forests,Temperate coniferous forest,Urban wildlife,Shrubland,Chaparral,Forest,Riparian,Grassland,Anthropogenic biome,Suburban,Agricultural,Woodland,Mountains,Montane forest,Montane grasslands and shrublands","https://en.wikipedia.org/wiki/Cooper%27s_hawk,https://www.iucnredlist.org/species/22695656/93521264,https://xeno-canto.org/692318",,,"Arboreal, ,Altricial, ,Ambush predator, ,Pursuit predator, ,Terrestrial, ,Territorial, ,Oviparous, ,Soaring, ,Gliding",Partially migrant,,,,,South America,"aerie, boil, cast, kettle, lease",,,,,
0,coopmanss-elaenia,https://animalia.bio/coopmanss-elaenia/,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Elaenia,Elaenia brachyptera,South America,"Ecuador,","Freshwater,Anthropogenic biome,Forest,Savanna,Shrubland,Wetlands,Grassland","https://en.wikipedia.org/wiki/Coopmans's_elaenia,https://www.iucnredlist.org/species/103681276/104077465,https://xeno-canto.org/275962",,,,,,,,,,,,,,,
0,coopmanss-tyrannulet,https://animalia.bio/coopmanss-tyrannulet/,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Zimmerius,Zimmerius minimus,,"Colombia,",,"https://en.wikipedia.org/wiki/Coopmans's_tyrannulet,https://xeno-canto.org/232592",,Venezuela,,,,,,,,,,,,,
0,copper-pheasant,https://animalia.bio/copper-pheasant/,Animalia,Chordata,Aves,Galliformes,Phasianidae,Syrmaticus,Syrmaticus soemmerringii,Asia,Japan,"Forest,Mountains,Montane forest","https://en.wikipedia.org/wiki/Copper_pheasant,https://www.iucnredlist.org/species/22679340/92811551,https://xeno-canto.org/305900",,,"Terrestrial, ,Oviparous, ,Precocial",Not a migrant,,,,,,,,,,,
0,copper-seedeater,https://animalia.bio/copper-seedeater/,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Sporophila,Sporophila bouvreuil,South America,"Brazil,","Savanna,Shrubland","https://en.wikipedia.org/wiki/Copper_seedeater,https://www.iucnredlist.org/species/103817972/119482130,https://xeno-canto.org/645778",,,"Terrestrial, ,Oviparous",Migrating,,,,,,,,,,,
0,copper-sunbird,https://animalia.bio/copper-sunbird/,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Cinnyris,Cinnyris cupreus,Africa,"Angola,","Freshwater,Anthropogenic biome,Forest,Savanna,Shrubland,Wetlands,Woodland,Marsh","https://en.wikipedia.org/wiki/Copper_sunbird,https://www.iucnredlist.org/species/22717945/131980663,https://xeno-canto.org/687588",,,"Terrestrial, ,Oviparous",Not a migrant,,,,,,,,,,,
0,copperback-quailthrush,https://animalia.bio/copperback-quailthrush/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,copperback-quailthrush---,https://animalia.bio/copperback-quailthrush---/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,copperrumped-hummingbird,https://animalia.bio/copperrumped-hummingbird/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,coppersmith-barbet,https://animalia.bio/coppersmith-barbet/,Animalia,Chordata,Aves,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus,Asia,"China,","Anthropogenic biome,Forest,Shrubland,Urban wildlife,Agricultural,Woodland,Mountains","https://en.wikipedia.org/wiki/Coppersmith_barbet,https://www.iucnredlist.org/species/22681681/92916283,https://xeno-canto.org/701873",,,"Terrestrial, ,Oviparous",Not a migrant,,,,,,,,,,,
0,coppertailed-starling,https://animalia.bio/coppertailed-starling/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,copperthroated-sunbird,https://animalia.bio/copperthroated-sunbird/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,coppery-emerald,https://animalia.bio/coppery-emerald/,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon russatus,South America,"Colombia,","Anthropogenic biome,Forest,Shrubland,Mountains","https://en.wikipedia.org/wiki/Coppery_emerald,https://www.iucnredlist.org/species/22687345/93148828",,,,,,,,,,,,,,,
0,coppery-metaltail,https://animalia.bio/coppery-metaltail/,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Metallura,Metallura theresiae,South America,Peru,"Forest,Shrubland,Mountains","https://en.wikipedia.org/wiki/Coppery_metaltail,https://www.iucnredlist.org/species/22688002/93179402,https://xeno-canto.org/46827",,,,,,,,,,,,,,,
0,copperybellied-puffleg,https://animalia.bio/copperybellied-puffleg/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,copperychested-jacamar,https://animalia.bio/copperychested-jacamar/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,copperyheaded-emerald,https://animalia.bio/copperyheaded-emerald/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,copperytailed-coucal,https://animalia.bio/copperytailed-coucal/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,coquerels-coua,https://animalia.bio/coquerels-coua/,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Coua,Coua coquereli,Africa,Madagascar,"Forest,Shrubland","https://en.wikipedia.org/wiki/Coquerel's_coua,https://www.iucnredlist.org/species/22684152/130089475,https://xeno-canto.org/624015",,,"Terrestrial, ,Oviparous, ,Altricial",Not a migrant,,,,,,,,,,,
0,coqui-francolin,https://animalia.bio/coqui-francolin/,Animalia,Chordata,Aves,Galliformes,Phasianidae,Peliperdix,Peliperdix coqui,Africa,"South Africa,","Freshwater,Anthropogenic biome,Forest,Grassland,Savanna,Shrubland","https://en.wikipedia.org/wiki/Coqui_francolin,https://www.iucnredlist.org/species/22678736/111663262,https://xeno-canto.org/613439",,"Angola,","Terrestrial, ,Oviparous, ,Precocial",Not a migrant,,,,,,,,,,,
0,coralbilled-ground-cuckoo,https://animalia.bio/coralbilled-ground-cuckoo/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,coralbilled-scimitar-babbler,https://animalia.bio/coralbilled-scimitar-babbler/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,coraya-wren,https://animalia.bio/coraya-wren/,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Pheugopedius,Pheugopedius coraya,South America,"Ecuador,","Anthropogenic biome,Forest,Wetlands,Swamp","https://en.wikipedia.org/wiki/Coraya_wren,https://www.iucnredlist.org/species/22711416/132097568,https://xeno-canto.org/698870",,"Brazil,","Terrestrial, ,Oviparous",Not a migrant,,,,,,,,,,,
0,cordillera-azul-antbird,https://animalia.bio/cordillera-azul-antbird/,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Myrmoderus,Myrmoderus eowilsoni,South America,Peru,"Forest,Mountains","https://en.wikipedia.org/wiki/Cordillera_Azul_antbird,https://www.iucnredlist.org/species/155256702/178106765,https://xeno-canto.org/384010",,,,,,,,,,,,,,,
0,cordillera-ground-warbler,https://animalia.bio/cordillera-ground-warbler/,Animalia,Chordata,Aves,Passeriformes,Locustellidae,Robsonius,Robsonius rabori,Asia,Philippines,"Anthropogenic biome,Forest,Rocky areas","https://en.wikipedia.org/wiki/Cordillera_ground_warbler,https://www.iucnredlist.org/species/103798817/119834785",,,,,,,,,,,,,,,
0,cordilleran-canastero,https://animalia.bio/cordilleran-canastero/,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,Asthenes modesta,South America,"Chile,","Grassland,Rocky areas,Savanna,Shrubland","https://en.wikipedia.org/wiki/Cordilleran_canastero,https://www.iucnredlist.org/species/22702511/93878449,https://xeno-canto.org/521529",,,,,,,,,,,,,,,
0,cordilleran-flycatcher,https://animalia.bio/cordilleran-flycatcher/,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax occidentalis,North America,"Mexico,","Forest,Mountains,Rocky areas","https://en.wikipedia.org/wiki/Cordilleran_flycatcher,https://www.iucnredlist.org/species/22699874/137992524,https://xeno-canto.org/622752",,,"Terrestrial, ,Oviparous",Migrating,,,,,,,,,,,
0,cordilleran-parakeet,https://animalia.bio/cordilleran-parakeet/,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacara,Psittacara frontatus,South America,"Ecuador,","Anthropogenic biome,Forest,Shrubland,Mountains,Montane forest","https://en.wikipedia.org/wiki/Cordilleran_parakeet,https://www.iucnredlist.org/species/62293270/95196490,https://xeno-canto.org/296847",,,,,,,,,,,,,,,
0,córdoba-cinclodes,https://animalia.bio/córdoba-cinclodes/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,corn-bunting,https://animalia.bio/corn-bunting/,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,Emberiza calandra,"Europe,","Asia,","Anthropogenic biome,Grassland,Agricultural,Shrubland","https://en.wikipedia.org/wiki/Corn_bunting,https://www.iucnredlist.org/species/22721020/155499724,https://xeno-canto.org/707699",,Africa,"Terrestrial, ,Oviparous",Migrating,,,,,,,,,"China,",,
0,corn-crake,https://animalia.bio/corn-crake/,Animalia,Chordata,Aves,Gruiformes,Rallidae,Crex,Crex crex,"Europe,","Asia,","Freshwater,Anthropogenic biome,Grassland,Savanna,Wetlands,Urban wildlife,Agricultural,Mountains,Shrubland,Taiga,Marsh","https://en.wikipedia.org/wiki/Corn_crake,https://www.iucnredlist.org/species/22692543/86147127,https://xeno-canto.org/697912",,Africa,"Terrestrial, ,Congregatory, ,Oviparous, ,Precocial",Migrating,,Neornithes,Neognathae,Neoaves,,,,,,,
0,coroneted-fruit-dove,https://animalia.bio/coroneted-fruit-dove/,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ptilinopus,Ptilinopus coronulatus,Asia,"Papua New Guinea,",Forest,"https://en.wikipedia.org/wiki/Coroneted_fruit_dove,https://www.iucnredlist.org/species/22691420/93311847,https://xeno-canto.org/557730",,,"Terrestrial, ,Oviparous",Not a migrant,,,,,,,,,,,
0,correndera-pipit,https://animalia.bio/correndera-pipit/,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus correndera,South America,"Chile,","Freshwater,Anthropogenic biome,Grassland,Wetlands,Agricultural","https://en.wikipedia.org/wiki/Correndera_pipit,https://www.iucnredlist.org/species/22718585/94587143,https://xeno-canto.org/686876",,"Argentina,","Terrestrial, ,Oviparous",Migrating,,,,,,,,,,,
0,corsican-finch,https://animalia.bio/corsican-finch/,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Carduelis,Carduelis corsicana,Europe,"France,",Shrubland,"https://en.wikipedia.org/wiki/Corsican_finch,https://www.iucnredlist.org/species/22729538/111147051,https://xeno-canto.org/662053",,,"Terrestrial, ,Oviparous",Not a migrant,Carduelinae,,,,,,,,,,
0,corsican-nuthatch,https://animalia.bio/corsican-nuthatch/,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,Sitta whiteheadi,Europe,France,"Forest,Agricultural,Anthropogenic biome,Mountains,Montane forest","https://en.wikipedia.org/wiki/Corsican_nuthatch,https://www.iucnredlist.org/species/22711176/132094517,https://xeno-canto.org/479645",,,"Terrestrial, ,Oviparous, ,Altricial, ,Territorial",Partially migrant,,,,,,,,,Corsica,,
0,corys-shearwater,https://animalia.bio/corys-shearwater/,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Calonectris,Calonectris borealis,"Europe,","North America,","Caves and Subterranean Habitats,Intertidal zone,Neritic zone,Oceanic pelagic zone,Rocky areas,Coastal,Marine","https://en.wikipedia.org/wiki/Cory's_shearwater,https://www.iucnredlist.org/species/22732244/132661794,https://xeno-canto.org/671982",,"South America,","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial,  ,Burrowing, ,Soaring, ,Seabird, ,Gliding",Migrating,,,,,,,,,Africa,,
0,coscoroba-swan,https://animalia.bio/coscoroba-swan/,Animalia,Chordata,Aves,Anseriformes,Anatidae,Coscoroba,Coscoroba coscoroba,South America,"Chile,","Freshwater,Wetlands,Swamp","https://en.wikipedia.org/wiki/Coscoroba_swan,https://www.iucnredlist.org/species/22679866/92832574,https://xeno-canto.org/658081",,"Argentina,","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Waterfowl",Migrating,,,,,,,,,,,
0,costa-rican-brushfinch,https://animalia.bio/costa-rican-brushfinch/,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Arremon,Arremon costaricensis,North America,"Costa Rica,","Anthropogenic biome,Forest","https://en.wikipedia.org/wiki/Costa_Rican_brushfinch,https://www.iucnredlist.org/species/22724923/136955934",,,,,,,,,,,,,,,
0,costa-rican-pygmy-owl,https://animalia.bio/costa-rican-pygmy-owl/,Animalia,Chordata,Aves,Strigiformes,Strigidae,Glaucidium,Glaucidium costaricanum,North America,"Costa Rica,","Forest,Shrubland,Agricultural,Anthropogenic biome,Mountains,Montane forest","https://en.wikipedia.org/wiki/Costa_Rican_pygmy_owl,https://www.iucnredlist.org/species/22729005/95003007,https://xeno-canto.org/517721",,,,,,,,,,,,,,,
0,costa-rican-swift,https://animalia.bio/costa-rican-swift/,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,Chaetura fumosa,"South America,",North America,Forest,"https://en.wikipedia.org/wiki/Costa_Rican_swift,https://www.iucnredlist.org/species/22730119/95024796,https://xeno-canto.org/274408",,,,,,,,,,,,,,,
0,costas-hummingbird,https://animalia.bio/costas-hummingbird/,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,Calypte costae,North America,"Mexico,","Chaparral,Forest,Shrubland,Anthropogenic biome,Grassland,Savanna,Agricultural","https://en.wikipedia.org/wiki/Costa's_hummingbird,https://www.iucnredlist.org/species/22688202/93187017,https://xeno-canto.org/703968",,,"Terrestrial, ,Oviparous, ,Torpor",Migrating,,,,,,,,,,,
0,cotton-pygmy-goose,https://animalia.bio/cotton-pygmy-goose/,Animalia,Chordata,Aves,Anseriformes,Anatidae,Nettapus,Nettapus coromandelianus,Asia,"China,","Freshwater,Wetlands,Rocky areas","https://en.wikipedia.org/wiki/Cotton_pygmy_goose,https://www.iucnredlist.org/species/22680090/92842427,https://xeno-canto.org/207100",,,"Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Waterfowl",Migrating,,,,,,,,,,,
0,couchs-kingbird,https://animalia.bio/couchs-kingbird/,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,Tyrannus couchii,North America,"Belize,","Agricultural,Anthropogenic biome,Chaparral,Forest,Riparian,Grassland,Shrubland,Suburban,Urban wildlife","https://en.wikipedia.org/wiki/Couch's_kingbird,https://www.iucnredlist.org/species/22700488/93779423,https://xeno-canto.org/598179",,,"Arboreal, ,Zoochory, ,Territorial, ,Terrestrial, ,Oviparous",Migrating,,,,,,,,,,,
0,cozumel-emerald,https://animalia.bio/cozumel-emerald/,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Chlorostilbon,Cynanthus forficatus,North America,Mexico,"Forest,Shrubland","https://en.wikipedia.org/wiki/Cozumel_emerald,https://www.iucnredlist.org/species/22724454/94867480",,,,,,,,,,,,,,,
