"avibase_id","categ","subcateg","categ_descr","subcat_descr","value","units","min_value","max_value","samplesize","refer","url"
"avibase-A2AD96C8","DISTRIB","ANNUAL","Species distribution","Geographical range","Known definitely only from Puerto Valdivia, Antioquia, Colombia; other known specimens are Bogota trade skins; the locality Rio Napo is probably an error.","","","","","Peter's Checklist of the Birds of the World","http://www.biodiversitylibrary.org/bibliography/14581"
