"avibase_id","categ","subcateg","categ_descr","subcat_descr","value","units","min_value","max_value","samplesize","refer","url"
"avibase-F205D9EA","DISTRIB","ANNUAL","Species distribution","Geographical range","Eastern Panama (Mt. Pirn), and upper tropical and temperate zones of the Western Andes and west slope of Central Andes of Colombia in departments of Antioquia (Alto Bonito; Paramillo), Caldas (Salento), and Narino (Ricaurte).","","","","","Peter's Checklist of the Birds of the World","http://www.biodiversitylibrary.org/bibliography/14581"
