"avibase_id","categ","subcateg","categ_descr","subcat_descr","value","units","min_value","max_value","samplesize","refer","url"
"avibase-E977CF07","DISTRIB","ANNUAL","Species distribution","Geographical range","Formerly Jamaica. Extinct; last reported 1859","","","","","Clements 6","http://www.birds.cornell.edu/clementschecklist"
