"avibase_id","categ","subcateg","categ_descr","subcat_descr","value","units","min_value","max_value","samplesize","refer","url"
"avibase-CA982329","DISTRIB","ANNUAL","Species distribution","Geographical range","Known definitely only from Venezuela (Merida; Caracas; Orinoco and Casiquiare Rivers) . Occurrence in Cayenne, eastern Peru and Colombia has never been estabhshed.","","","","","Peter's Checklist of the Birds of the World","http://www.biodiversitylibrary.org/bibliography/14581"
