"avibase_id","categ","subcateg","categ_descr","subcat_descr","value","units","min_value","max_value","samplesize","refer","url"
"avibase-30711B77","HABITAT","DESCR","Habitat","Habitat description","mountain forest, woodland;mountains","","","","","Sibley 1996",""
