"avibase_id","categ","subcateg","categ_descr","subcat_descr","value","units","min_value","max_value","samplesize","refer","url"
"avibase-94AD2BE8","DISTRIB","ANNUAL","Species distribution","Geographical range","Southeastern Brazil in southern Baia, Minas Gerais, Espirito Santo, Rio de Janeiro, Sao Paulo, Parana, and Santa Catarina; northeastern Paraguay on the Alto Parana; northeastern Argentina in Gobernacion de Misiones.","","","","","Peter's Checklist of the Birds of the World","http://www.biodiversitylibrary.org/bibliography/14581"
