"avibase_id","categ","subcateg","categ_descr","subcat_descr","value","units","min_value","max_value","samplesize","refer","url"
"avibase-C76CD6C7","DISTRIB","ANNUAL","Species distribution","Geographical range","Resident, dense understorey in forest: Madagascar (typica, obscura); SW Madagascar in subdesert forest (lantzi); Mohéli (moheliensis).","","","","-1","africanbirdclub.org","http://africanbirdclub.org/resources/checklist.html"
