"avibase_id","categ","subcateg","categ_descr","subcat_descr","value","units","min_value","max_value","samplesize","refer","url"
"avibase-E2FFAB36","HABITAT","DESCR","Habitat","Habitat description","humid forest, edge;lowlands","","","","","Sibley 1996",""
