"avibase_id","categ","subcateg","categ_descr","subcat_descr","value","units","min_value","max_value","samplesize","refer","url"
"avibase-CF3BECD9","DISTRIB","ANNUAL","Species distribution","Geographical range","Eastern Brazil in State of Baia (Barro do Rio Grande; Bomfim; Lamarao).","","","","","Peter's Checklist of the Birds of the World","http://www.biodiversitylibrary.org/bibliography/14581"
