"avibase_id","categ","subcateg","categ_descr","subcat_descr","value","units","min_value","max_value","samplesize","refer","url"
"avibase-E964AC0C","HABITAT","DESCR","Habitat","Habitat description","humid forest, forest edge, second growth, open woodland, plantations;100-2400m","","","","","Sibley 1996",""
