"avibase_id","categ","subcateg","categ_descr","subcat_descr","value","units","min_value","max_value","samplesize","refer","url"
"avibase-ABF86D55","DISTRIB","ANNUAL","Species distribution","Geographical range","Breeding on North Island, New Zealand; ranges over the South Pacific from Australia to the Galapagos.","","","","","Peter's Checklist of the Birds of the World","http://www.biodiversitylibrary.org/bibliography/14581"
