"avibase_id","categ","subcateg","categ_descr","subcat_descr","value","units","min_value","max_value","samplesize","refer","url"
"avibase-8FBF0715","HABITAT","DESCR","Habitat","Habitat description","open country, savanna, farmland, towns;lowlands-900m","","","","","Sibley 1996",""
